creator_id	creator_display	normalized_name	name_variants	life_dates	culture_or_tradition	notes
creator_00755	Cirilo Villaverde	cirilo villaverde	""	""	""	Bootstrapped from incumbent path
creator_00756	Jose Marti	jose marti	""	""	""	Bootstrapped from incumbent path
creator_00757	Sarah Winnemucca Hopkins	sarah winnemucca hopkins	""	""	""	Bootstrapped from incumbent path
creator_00758	Carlo Collodi	carlo collodi	""	""	""	Bootstrapped from incumbent path
creator_00759	Robert Louis Stevenson	robert louis stevenson	""	""	""	Bootstrapped from incumbent path
creator_00760	Olive Schreiner	olive schreiner	""	""	""	Bootstrapped from incumbent path
creator_00761	Mark Twain	mark twain	""	""	""	Bootstrapped from incumbent path
creator_00762	Edwin A. Abbott	edwin abbott	""	""	""	Bootstrapped from incumbent path
creator_00763	Leopoldo Alas	leopoldo alas	""	""	""	Bootstrapped from incumbent path
creator_00764	J.-K. Huysmans	j k huysmans	""	""	""	Bootstrapped from incumbent path
creator_00765	H. Rider Haggard	h rider haggard	""	""	""	Bootstrapped from incumbent path
creator_00766	Benito Perez Galdos	benito perez galdos	""	""	""	Bootstrapped from incumbent path
creator_00767	Thomas Hardy	thomas hardy	""	""	""	Bootstrapped from incumbent path
creator_00768	Mikhail Zoshchenko	mikhail zoshchenko	""	""	""	Bootstrapped from incumbent path
creator_00769	Jose Rizal	jose rizal	""	""	""	Bootstrapped from incumbent path
creator_00770	Govardhanram Tripathi	govardhanram tripathi	""	""	""	Bootstrapped from incumbent path
creator_00771	Futabatei Shimei	futabatei shimei	""	""	""	Bootstrapped from incumbent path
creator_00772	August Strindberg	august strindberg	""	""	""	Bootstrapped from incumbent path
creator_00773	Vazha-Pshavela	vazha pshavela	""	""	""	Bootstrapped from incumbent path
creator_00774	Ruben Dario	ruben dario	""	""	""	Bootstrapped from incumbent path
creator_00775	Devaki Nandan Khatri	devaki nandan khatri	""	""	""	Bootstrapped from incumbent path
creator_00776	Andrejs Pumpurs	andrejs pumpurs	""	""	""	Bootstrapped from incumbent path
creator_00777	Edward Bellamy	edward bellamy	""	""	""	Bootstrapped from incumbent path
creator_00778	Camilla Collett	camilla collett	""	""	""	Bootstrapped from incumbent path
creator_00779	Ambrose Bierce	ambrose bierce	""	""	""	Bootstrapped from incumbent path
creator_00780	Clorinda Matto de Turner	clorinda matto de turner	""	""	""	Bootstrapped from incumbent path
creator_00781	O. Chandu Menon	o chandu menon	""	""	""	Bootstrapped from incumbent path
creator_00782	Herman Bang	herman bang	""	""	""	Bootstrapped from incumbent path
creator_00783	Knut Hamsun	knut hamsun	""	""	""	Bootstrapped from incumbent path
creator_00784	William Morris	william morris	""	""	""	Bootstrapped from incumbent path
creator_00785	Mori Ogai	mori ogai	""	""	""	Bootstrapped from incumbent path
creator_00786	Boleslaw Prus	boleslaw prus	""	""	""	Bootstrapped from incumbent path
creator_00787	Oscar Wilde	oscar wilde	""	""	""	Bootstrapped from incumbent path
creator_00788	Aluisio Azevedo	aluisio azevedo	""	""	""	Bootstrapped from incumbent path
creator_00789	Selma Lagerlof	selma lagerlof	""	""	""	Bootstrapped from incumbent path
creator_00790	Sophia Alice Callahan	sophia alice callahan	""	""	""	Bootstrapped from incumbent path
creator_00791	Gurajada Apparao	gurajada apparao	""	""	""	Bootstrapped from incumbent path
creator_00792	Arthur Conan Doyle	arthur conan doyle	""	""	""	Bootstrapped from incumbent path
creator_00793	Han Bangqing	han bangqing	""	""	""	Bootstrapped from incumbent path
creator_00794	Charlotte Perkins Gilman	charlotte perkins gilman	""	""	""	Bootstrapped from incumbent path
creator_00795	Frances E. W. Harper	frances e w harper	""	""	""	Bootstrapped from incumbent path
creator_00796	B. R. Rajam Iyer	b r rajam iyer	""	""	""	Bootstrapped from incumbent path
creator_00797	Joseph Nicolar	joseph nicolar	""	""	""	Bootstrapped from incumbent path
creator_00798	Rajanikanta Bordoloi	rajanikanta bordoloi	""	""	""	Bootstrapped from incumbent path
creator_00799	Sholem Aleichem	sholem aleichem	""	""	""	Bootstrapped from incumbent path
creator_00800	Rudyard Kipling	rudyard kipling	""	""	""	Bootstrapped from incumbent path
creator_00801	Ivan Vazov	ivan vazov	""	""	""	Bootstrapped from incumbent path
creator_00802	Anthony Hope	anthony hope	""	""	""	Bootstrapped from incumbent path
creator_00803	Aleko Konstantinov	aleko konstantinov	""	""	""	Bootstrapped from incumbent path
creator_00804	Adolfo Caminha	adolfo caminha	""	""	""	Bootstrapped from incumbent path
creator_00805	Theodor Fontane	theodor fontane	""	""	""	Bootstrapped from incumbent path
creator_00806	Higuchi Ichiyo	higuchi ichiyo	""	""	""	Bootstrapped from incumbent path
creator_00807	Stephen Crane	stephen crane	""	""	""	Bootstrapped from incumbent path
creator_00808	H. G. Wells	h g wells	""	""	""	Bootstrapped from incumbent path
creator_00809	Sarah Orne Jewett	sarah orne jewett	""	""	""	Bootstrapped from incumbent path
creator_00810	Alfred Jarry	alfred jarry	""	""	""	Bootstrapped from incumbent path
creator_00811	Bram Stoker	bram stoker	""	""	""	Bootstrapped from incumbent path
creator_00812	Fakir Mohan Senapati	fakir mohan senapati	""	""	""	Bootstrapped from incumbent path
creator_00813	Italo Svevo	italo svevo	""	""	""	Bootstrapped from incumbent path
creator_00814	Henrik Pontoppidan	henrik pontoppidan	""	""	""	Bootstrapped from incumbent path
creator_00815	Joseph Conrad	joseph conrad	""	""	""	Bootstrapped from incumbent path
creator_00816	Kate Chopin	kate chopin	""	""	""	Bootstrapped from incumbent path
creator_00817	Mirza Hadi Ruswa	mirza hadi ruswa	""	""	""	Bootstrapped from incumbent path
creator_00818	Bjornstjerne Bjornson	bjornstjerne bjornson	""	""	""	Bootstrapped from incumbent path
creator_00819	Simon Pokagon	simon pokagon	""	""	""	Bootstrapped from incumbent path
creator_00820	Charles W. Chesnutt	charles w chesnutt	""	""	""	Bootstrapped from incumbent path
creator_00821	Jose Enrique Rodo	jose enrique rodo	""	""	""	Bootstrapped from incumbent path
creator_00822	Luigi Pirandello	luigi pirandello	""	""	""	Bootstrapped from incumbent path
creator_00823	Theodore Dreiser	theodore dreiser	""	""	""	Bootstrapped from incumbent path
creator_00824	Alexander Kielland	alexander kielland	""	""	""	Bootstrapped from incumbent path
creator_00825	L. Frank Baum	l frank baum	""	""	""	Bootstrapped from incumbent path
creator_00826	Giovanni Pascoli	giovanni pascoli	""	""	""	Bootstrapped from incumbent path
creator_00827	Thomas Mann	thomas mann	""	""	""	Bootstrapped from incumbent path
creator_00828	Dino Campana	dino campana	""	""	""	Bootstrapped from incumbent path
creator_00829	Tommaso Landolfi	tommaso landolfi	""	""	""	Bootstrapped from incumbent path
creator_00830	Zitkala-Sa	zitkala sa	""	""	""	Bootstrapped from incumbent path
creator_00831	Umberto Saba	umberto saba	""	""	""	Bootstrapped from incumbent path
creator_00832	Grazia Deledda	grazia deledda	""	""	""	Bootstrapped from incumbent path
creator_00833	Eugenio Montale	eugenio montale	""	""	""	Bootstrapped from incumbent path
creator_00834	Giuseppe Ungaretti	giuseppe ungaretti	""	""	""	Bootstrapped from incumbent path
creator_00835	Camilo Castelo Branco	camilo castelo branco	""	""	""	Bootstrapped from incumbent path
creator_00836	Sibilla Aleramo	sibilla aleramo	""	""	""	Bootstrapped from incumbent path
creator_00837	Antonio Tabucchi	antonio tabucchi	""	""	""	Bootstrapped from incumbent path
creator_00838	Euclides da Cunha	euclides da cunha	""	""	""	Bootstrapped from incumbent path
creator_00839	Leonardo Sciascia	leonardo sciascia	""	""	""	Bootstrapped from incumbent path
creator_00840	Primo Levi	primo levi	""	""	""	Bootstrapped from incumbent path
creator_00841	Cesare Parese	cesare parese	""	""	""	Bootstrapped from incumbent path
creator_00842	E. Nesbit	e nesbit	""	""	""	Bootstrapped from incumbent path
creator_00843	Dario Fo	dario fo	""	""	""	Bootstrapped from incumbent path
creator_00844	Frank Norris	frank norris	""	""	""	Bootstrapped from incumbent path
creator_00845	W. E. B. Du Bois	w e b du bois	""	""	""	Bootstrapped from incumbent path
creator_00846	Rabindranath Tagore	rabindranath tagore	""	""	""	Bootstrapped from incumbent path
creator_00847	Alexandros Papadiamantis	alexandros papadiamantis	""	""	""	Bootstrapped from incumbent path
creator_00848	Liu E	liu e	""	""	""	Bootstrapped from incumbent path
creator_00849	Miguel de Unamuno	miguel de unamuno	""	""	""	Bootstrapped from incumbent path
creator_00850	Alberto Moravia	alberto moravia	""	""	""	Bootstrapped from incumbent path
creator_00851	Natalia Ginzburg	natalia ginzburg	""	""	""	Bootstrapped from incumbent path
creator_00852	Antonio Porta	antonio porta	""	""	""	Bootstrapped from incumbent path
creator_00853	Elio Vittorini	elio vittorini	""	""	""	Bootstrapped from incumbent path
creator_00854	Antonio Machado	antonio machado	""	""	""	Bootstrapped from incumbent path
creator_00855	Andrea Zanzotto	andrea zanzotto	""	""	""	Bootstrapped from incumbent path
creator_00856	Italo Calvino	italo calvino	""	""	""	Bootstrapped from incumbent path
creator_00857	Giorgio Bassani	giorgio bassani	""	""	""	Bootstrapped from incumbent path
creator_00858	M. R. James	m r james	""	""	""	Bootstrapped from incumbent path
creator_00859	James Hla Kyaw	james hla kyaw	""	""	""	Bootstrapped from incumbent path
creator_00860	J. M. Barrie	j m barrie	""	""	""	Bootstrapped from incumbent path
creator_00861	J. M. Synge	j m synge	""	""	""	Bootstrapped from incumbent path
creator_00862	Vicente Aleixandre	vicente aleixandre	""	""	""	Bootstrapped from incumbent path
creator_00863	Ramon del Valle-Inclan	ramon del valle inclan	""	""	""	Bootstrapped from incumbent path
creator_00864	Juan Ramon Jimenez	juan ramon jimenez	""	""	""	Bootstrapped from incumbent path
creator_00865	Ana Maria Matute	ana maria matute	""	""	""	Bootstrapped from incumbent path
creator_00866	Pedro Salinas	pedro salinas	""	""	""	Bootstrapped from incumbent path
creator_00867	Luis Cernuda	luis cernuda	""	""	""	Bootstrapped from incumbent path
creator_00868	Rafael Alberti	rafael alberti	""	""	""	Bootstrapped from incumbent path
creator_00869	Miguel Hernandez	miguel hernandez	""	""	""	Bootstrapped from incumbent path
creator_00870	Jack London	jack london	""	""	""	Bootstrapped from incumbent path
creator_00871	Natsume Soseki	natsume soseki	""	""	""	Bootstrapped from incumbent path
creator_00872	Victor Catala	victor catala	""	""	""	Bootstrapped from incumbent path
creator_00873	Hawaiian Pele and Hiiaka tradition	hawaiian pele and hiiaka tradition	""	""	""	Bootstrapped from incumbent path
creator_00874	Edith Wharton	edith wharton	""	""	""	Bootstrapped from incumbent path
creator_00875	Salvador Espriu	salvador espriu	""	""	""	Bootstrapped from incumbent path
creator_00876	Juan Goytisolo	juan goytisolo	""	""	""	Bootstrapped from incumbent path
creator_00877	J V Foix	j v foix	""	""	""	Bootstrapped from incumbent path
creator_00878	Lope K. Santos	lope k santos	""	""	""	Bootstrapped from incumbent path
creator_00879	Shimazaki Toson	shimazaki toson	""	""	""	Bootstrapped from incumbent path
creator_00880	Colette	colette	""	""	""	Bootstrapped from incumbent path
creator_00881	Robert Musil	robert musil	""	""	""	Bootstrapped from incumbent path
creator_00882	Almeida Garrett	almeida garrett	""	""	""	Bootstrapped from incumbent path
creator_00883	Andre Gide	andre gide	""	""	""	Bootstrapped from incumbent path
creator_00884	Anatole France	anatole france	""	""	""	Bootstrapped from incumbent path
creator_00885	Alain-Fournier	alain fournier	""	""	""	Bootstrapped from incumbent path
creator_00886	Amalie Skram	amalie skram	""	""	""	Bootstrapped from incumbent path
creator_00887	Upton Sinclair	upton sinclair	""	""	""	Bootstrapped from incumbent path
creator_00888	Maxim Gorky	maxim gorky	""	""	""	Bootstrapped from incumbent path
creator_00889	Rene Daumal	rene daumal	""	""	""	Bootstrapped from incumbent path
creator_00890	Algernon Blackwood	algernon blackwood	""	""	""	Bootstrapped from incumbent path
creator_00891	Georges Bataille	georges bataille	""	""	""	Bootstrapped from incumbent path
creator_00892	Jean Genet	jean genet	""	""	""	Bootstrapped from incumbent path
creator_00893	L. M. Montgomery	l m montgomery	""	""	""	Bootstrapped from incumbent path
creator_00894	Andre Breton	andre breton	""	""	""	Bootstrapped from incumbent path
creator_00895	William Hope Hodgson	william hope hodgson	""	""	""	Bootstrapped from incumbent path
creator_00896	G. K. Chesterton	g k chesterton	""	""	""	Bootstrapped from incumbent path
creator_00897	Kenneth Grahame	kenneth grahame	""	""	""	Bootstrapped from incumbent path
creator_00898	Guillaume Apollinaire	guillaume apollinaire	""	""	""	Bootstrapped from incumbent path
creator_00899	Paul Valery	paul valery	""	""	""	Bootstrapped from incumbent path
creator_00900	Rene Char	rene char	""	""	""	Bootstrapped from incumbent path
creator_00901	Jalil Mammadguluzadeh	jalil mammadguluzadeh	""	""	""	Bootstrapped from incumbent path
creator_00902	Jean Giono	jean giono	""	""	""	Bootstrapped from incumbent path
creator_00903	Gertrude Stein	gertrude stein	""	""	""	Bootstrapped from incumbent path
creator_00904	Raymond Radiguet	raymond radiguet	""	""	""	Bootstrapped from incumbent path
creator_00905	Michel Leiris	michel leiris	""	""	""	Bootstrapped from incumbent path
creator_00906	Jean-Paul Sartre	jean paul sartre	""	""	""	Bootstrapped from incumbent path
creator_00907	Fernando Pessoa	fernando pessoa	""	""	""	Bootstrapped from incumbent path
creator_00908	E. M. Forster	e m forster	""	""	""	Bootstrapped from incumbent path
creator_00909	Saint-John Perse	saint john perse	""	""	""	Bootstrapped from incumbent path
creator_00910	Ryunosuke Akutagawa	ryunosuke akutagawa	""	""	""	Bootstrapped from incumbent path
creator_00911	Yosano Akiko	yosano akiko	""	""	""	Bootstrapped from incumbent path
creator_00912	Rainer Maria Rilke	rainer maria rilke	""	""	""	Bootstrapped from incumbent path
creator_00913	Edmond Jabes	edmond jabes	""	""	""	Bootstrapped from incumbent path
creator_00914	Albert Camus	albert camus	""	""	""	Bootstrapped from incumbent path
creator_00915	Martin Andersen Nexo	martin andersen nexo	""	""	""	Bootstrapped from incumbent path
creator_00916	Zabel Yessayan	zabel yessayan	""	""	""	Bootstrapped from incumbent path
creator_00917	Andre Malraux	andre malraux	""	""	""	Bootstrapped from incumbent path
creator_00918	Lesya Ukrainka	lesya ukrainka	""	""	""	Bootstrapped from incumbent path
creator_00919	Frances Hodgson Burnett	frances hodgson burnett	""	""	""	Bootstrapped from incumbent path
creator_00920	Jean Anouilh	jean anouilh	""	""	""	Bootstrapped from incumbent path
creator_00921	Francois Mauriac	francois mauriac	""	""	""	Bootstrapped from incumbent path
creator_00922	Charles Peguy	charles peguy	""	""	""	Bootstrapped from incumbent path
creator_00923	Jacques Prevert	jacques prevert	""	""	""	Bootstrapped from incumbent path
creator_00924	J. E. Casely Hayford	j e casely hayford	""	""	""	Bootstrapped from incumbent path
creator_00925	Edgar Rice Burroughs	edgar rice burroughs	""	""	""	Bootstrapped from incumbent path
creator_00926	Eugene Ionesco	eugene ionesco	""	""	""	Bootstrapped from incumbent path
creator_00927	Pierre Klossowski	pierre klossowski	""	""	""	Bootstrapped from incumbent path
creator_00928	Maurice Blanchot	maurice blanchot	""	""	""	Bootstrapped from incumbent path
creator_00929	Marcel Proust	marcel proust	""	""	""	Bootstrapped from incumbent path
creator_00930	Andrey Bely	andrey bely	""	""	""	Bootstrapped from incumbent path
creator_00931	Raymond Queneau	raymond queneau	""	""	""	Bootstrapped from incumbent path
creator_00932	D. H. Lawrence	d h lawrence	""	""	""	Bootstrapped from incumbent path
creator_00933	Muhammad Husayn Haykal	muhammad husayn haykal	""	""	""	Bootstrapped from incumbent path
creator_00934	Antonin Artaud	antonin artaud	""	""	""	Bootstrapped from incumbent path
creator_00935	Francis Ponge	francis ponge	""	""	""	Bootstrapped from incumbent path
creator_00936	Raymond Roussel	raymond roussel	""	""	""	Bootstrapped from incumbent path
creator_00937	Claude Levi-Strauss	claude levi strauss	""	""	""	Bootstrapped from incumbent path
creator_00938	James Joyce	james joyce	""	""	""	Bootstrapped from incumbent path
