work_id	candidate_status	incumbent_path_id	incumbent_rank	canonical_title	sort_title	original_title	creator_display	date_label	sort_year	date_precision	macro_region	subregion	original_language	language_family	literary_tradition	period_bucket	form_bucket	unit_type	boundary_flags	included_as_literature	boundary_policy_id	boundary_note	selection_basis	edition_basis	completion_unit	source_status	review_status	confidence	provisional_until	notes
work_candidate_bloom_austen_emma	incumbent_current_path	candidate:bloom_austen_emma	792	Emma	emma	""	Jane Austen	1815	1815	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_wave004_gottfried_keller_green_henry	incumbent_current_path	candidate:wave004_gottfried_keller_green_henry	793	Green Henry	green henry	""	Gottfried Keller	1854-1855	1854	range	taxonomy_pending	""	""	""	taxonomy_pending	1850_1870_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0428_les_amours_jaunes	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0428_les_amours_jaunes	794	Les Amours Jaunes	les amours jaunes	""	Tristan Corbiere	The Democratic Age; approximate chronological placement pending review	1815	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	literary_work	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_bloom_keats_poems	incumbent_current_path	candidate:bloom_keats_poems	795	Selected Poems	selected poems	""	John Keats	1816-1820	1816	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	poetry_selection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_bloom_reviewed_adolphe	incumbent_current_path	candidate:bloom_reviewed_adolphe	796	Adolphe	adolphe	""	Benjamin Constant	1816	1816	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=francophone_literature; current group=literature
work_candidate_latcarib_lit_periquillo	incumbent_current_path	candidate:latcarib_lit_periquillo	797	El Periquillo Sarniento	el periquillo sarniento	""	Jose Joaquin Fernandez de Lizardi	1816	1816	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=latin_american_literature; current group=literature
work_candidate_bloom_reviewed_old_mortality	incumbent_current_path	candidate:bloom_reviewed_old_mortality	798	Old Mortality	old mortality	""	Walter Scott	1816	1816	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	historical_novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_completion_lit_sandman_hoffmann	incumbent_current_path	candidate:completion_lit_sandman_hoffmann	799	The Sandman	sandman	""	E. T. A. Hoffmann	1816	1816	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	short_story	""	""	""	""	""	""	Read the story, tale, story collection, or documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_scale2_lit_persuasion	incumbent_current_path	candidate:scale2_lit_persuasion	800	Persuasion	persuasion	""	Jane Austen	1817	1817	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_wave004_bellman_fredmans_epistles	incumbent_current_path	candidate:wave004_bellman_fredmans_epistles	801	Fredman's Epistles	fredmans epistles	""	Carl Michael Bellman	1790	1790	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1750_1800_ce	taxonomy_pending	poetry_collection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=swedish_literature; current group=literature
work_candidate_scale2_lit_northanger_abbey	incumbent_current_path	candidate:scale2_lit_northanger_abbey	802	Northanger Abbey	northanger abbey	""	Jane Austen	1817	1817	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_frankenstein	incumbent_current_path	candidate:frankenstein	803	Frankenstein	frankenstein	""	Mary Shelley	1818; revised 1831	1818	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=romantic_literature; current group=literature
work_candidate_bloom_leopardi_poems	incumbent_current_path	candidate:bloom_leopardi_poems	804	Poems	poems	""	Giacomo Leopardi	1818-1836	1818	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	poetry_collection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=italian_literature; current group=literature
work_candidate_bloom_reviewed_heart_midlothian	incumbent_current_path	candidate:bloom_reviewed_heart_midlothian	805	The Heart of Midlothian	heart of midlothian	""	Walter Scott	1818	1818	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	historical_novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_wave003_wollstonecraft_rights_woman	incumbent_current_path	candidate:wave003_wollstonecraft_rights_woman	806	A Vindication of the Rights of Woman	vindication of rights of woman	""	Mary Wollstonecraft	1792	1792	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1750_1800_ce	taxonomy_pending	literary_nonfiction	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_bloom_reviewed_don_juan	incumbent_current_path	candidate:bloom_reviewed_don_juan	807	Don Juan	don juan	""	Lord Byron	1819-1824	1819	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	verse_satire	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_bloom_reviewed_west_eastern_divan	incumbent_current_path	candidate:bloom_reviewed_west_eastern_divan	808	West-Eastern Divan	west eastern divan	""	Johann Wolfgang von Goethe	1819	1819	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	poetry_collection	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=german_literature; current group=literature
work_candidate_mandatory_scott_ivanhoe	incumbent_current_path	candidate:mandatory_scott_ivanhoe	809	Ivanhoe	ivanhoe	""	Walter Scott	1819	1819	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	historical_novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=scottish_literature; current group=literature
work_candidate_bloom_reviewed_melmoth_wanderer	incumbent_current_path	candidate:bloom_reviewed_melmoth_wanderer	810	Melmoth the Wanderer	melmoth wanderer	""	Charles Maturin	1820	1820	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	gothic_novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_mandatory_irving_sketch_book	incumbent_current_path	candidate:mandatory_irving_sketch_book	811	The Sketch Book of Geoffrey Crayon, Gent.	sketch book of geoffrey crayon gent	""	Washington Irving	1819-1820	1819	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	story_sketch_collection	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_wave001_franklin_autobiography	incumbent_current_path	candidate:wave001_franklin_autobiography	812	The Autobiography of Benjamin Franklin	autobiography of benjamin franklin	""	Benjamin Franklin	written 1771-1790; published 1791-1818	1791	range	taxonomy_pending	""	""	""	taxonomy_pending	1750_1800_ce	taxonomy_pending	autobiography	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=american_literature; current group=literature
work_candidate_bloom_reviewed_confessions_opium_eater	incumbent_current_path	candidate:bloom_reviewed_confessions_opium_eater	813	Confessions of an English Opium-Eater	confessions of english opium eater	""	Thomas De Quincey	1821	1821	exact_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	literary_memoir	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0457_visions_of_the_daughters_of_albion	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0457_visions_of_the_daughters_of_albion	814	Visions of the Daughters of Albion	visions of daughters of albion	""	William Blake	The Democratic Age; approximate chronological placement pending review	1821	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_global_lit_phra_aphai_mani	incumbent_current_path	candidate:global_lit_phra_aphai_mani	815	Phra Aphai Mani	phra aphai mani	""	Sunthorn Phu	1822-1844	1822	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	epic_poem	""	""	""	""	""	""	Read the poem, poetry collection, or assigned poetic selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=thai_literature; current group=literature
work_candidate_bloom_late_032_literature_bloom_democratic_age_reviewed_0462_the_song_of_los	incumbent_current_path	candidate:bloom_late_032_literature_bloom_democratic_age_reviewed_0462_the_song_of_los	816	The Song of Los	song of los	""	William Blake	The Democratic Age; approximate chronological placement pending review	1822	approximate_year	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	novel	""	""	""	""	""	""	Read the complete literary work or a documented assigned selection.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=british_literature; current group=literature
work_candidate_completion_lit_forefathers_eve	incumbent_current_path	candidate:completion_lit_forefathers_eve	817	Forefathers' Eve	forefathers eve	""	Adam Mickiewicz	1823-1832	1823	range	taxonomy_pending	""	""	""	taxonomy_pending	1800_1830_ce	taxonomy_pending	play	""	""	""	""	""	""	Read the play or dramatic text.	manual_only	needs_sources	incumbent_unscored	source_crosswalk_review	Bootstrapped from incumbent path; current topic=central_european_literature; current group=literature
